"Location","Class Date","Class Time","Class Day of Week","Instructors","Classroom","Class Tags","Class Type","Class Category","Membership Checked In Reservations","Membership Grace Cancelled Reservations","Membership Penalty Cancelled Reservations","Membership Grace No Showed Reservations","Membership Penalty No Showed Reservations","Credit Checked In Reservations","Credit Grace Cancelled Reservations","Credit Penalty Cancelled Reservations","Credit Grace No Showed Reservations","Credit Penalty No Showed Reservations"
"London","3/15/2026","5:00 PM","Sunday","Sydney Reed,Rich Ang","SPINCO London","Promo,Standard","TEAM TEACH","","23","0","2","0","1","15","0","2","0","1"
"London","3/16/2026","6:00 AM","Monday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","32","0","1","0","0","9","0","1","0","0"
"London","3/16/2026","12:10 PM","Monday","Sydney Reed","SPINCO London","Promo,Standard","SPINCO EXPRESS","","24","0","1","0","0","11","0","1","0","0"
"London","3/16/2026","1:00 PM","Monday","Sydney Reed","SPINCO London","","PRIVATE 50 MIN","","0","0","0","0","0","0","0","0","0","0"
"London","3/16/2026","5:30 PM","Monday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","31","1","3","0","2","9","0","0","0","0"
"London","3/16/2026","6:35 PM","Monday","Keira Else,Sydney Reed","SPINCO London","Promo,Standard","TEAM TEACH","","26","0","0","0","1","14","0","0","0","0"
"London","3/17/2026","6:00 AM","Tuesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","32","1","3","0","1","5","0","0","0","0"
"London","3/17/2026","7:00 AM","Tuesday","Keira Else","SPINCO London","Promo,Standard","SPINCO EXPRESS","","21","0","3","0","1","19","0","0","0","0"
"London","3/17/2026","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","27","0","4","0","2","10","0","0","0","0"
"London","3/17/2026","6:35 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","32","2","5","0","1","4","0","1","0","0"
"London","3/17/2026","7:40 PM","Tuesday","Julia Scharpf","SPINCO London","Promo,Special Event","SPIN","","0","0","0","0","0","41","0","3","0","0"
"London","3/18/2026","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","28","0","1","0","2","13","0","0","0","0"
"London","3/18/2026","9:30 AM","Wednesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","22","0","1","0","1","7","0","0","0","0"
"London","3/18/2026","2:00 PM","Wednesday","Sydney Reed","SPINCO London","","PRIVATE 50 MIN","","0","0","0","0","0","0","0","0","0","0"
"London","3/18/2026","5:30 PM","Wednesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","29","1","0","0","0","12","1","2","0","0"
"London","3/18/2026","6:35 PM","Wednesday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","26","0","1","0","1","15","0","0","0","0"
"London","3/19/2026","6:00 AM","Thursday","Madalyn Richards,Keira Else","SPINCO London","Promo,Standard","TEAM TEACH","","28","0","3","0","0","6","0","0","0","0"
"London","3/19/2026","7:00 AM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPINCO EXPRESS","","21","0","2","0","3","10","0","0","0","1"
"London","3/19/2026","5:30 PM","Thursday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","29","0","3","1","1","9","0","2","0","0"
"London","3/19/2026","6:35 PM","Thursday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","29","0","1","0","1","11","0","0","0","1"
"London","3/20/2026","6:00 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","24","0","1","0","2","7","0","0","0","0"
"London","3/20/2026","9:30 AM","Friday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","27","0","1","0","2","9","0","3","0","0"
"London","3/20/2026","4:45 PM","Friday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","32","0","1","0","1","7","0","2","0","0"
"London","3/20/2026","6:00 PM","Friday","Sydney Reed","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","38","0","3","0","2"
"London","3/21/2026","8:00 AM","Saturday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","23","1","0","0","0","10","0","0","0","0"
"London","3/21/2026","9:00 AM","Saturday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","30","0","2","0","0","5","0","0","0","0"
"London","3/21/2026","10:15 AM","Saturday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","28","0","2","0","1","13","0","1","0","0"
"London","3/22/2026","9:00 AM","Sunday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","24","0","1","0","0","14","0","0","0","0"
"London","3/22/2026","10:15 AM","Sunday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","28","0","2","0","0","7","0","1","0","0"
"London","3/22/2026","11:30 AM","Sunday","Keira Else","SPINCO London","Promo,Standard","SPIN","","22","0","3","1","1","12","0","1","0","1"
"London","3/22/2026","5:00 PM","Sunday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","27","0","2","1","0","11","0","3","0","0"
"London","3/22/2026","6:30 PM","Sunday","Madalyn Richards","SPINCO London","","PRIVATE 50 MIN","","0","0","0","0","0","0","0","0","0","0"
"London","3/23/2026","6:00 AM","Monday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","29","0","4","0","2","5","0","1","0","0"
"London","3/23/2026","12:10 PM","Monday","Sydney Reed","SPINCO London","Promo,Standard","SPINCO EXPRESS","","21","0","3","0","1","16","0","1","1","0"
"London","3/23/2026","5:30 PM","Monday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","31","0","2","1","0","8","0","1","0","0"
"London","3/23/2026","6:35 PM","Monday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","32","2","2","0","0","9","0","0","0","0"
"London","3/24/2026","6:00 AM","Tuesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","25","0","1","0","0","14","0","0","0","2"
"London","3/24/2026","7:00 AM","Tuesday","Micayah Coutinho","SPINCO London","Promo,Standard","SPINCO EXPRESS","","29","0","2","0","5","5","0","1","0","0"
"London","3/24/2026","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","29","0","0","0","1","11","0","2","0","0"
"London","3/24/2026","6:35 PM","Tuesday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","26","1","3","0","4","9","0","0","0","0"
"London","3/24/2026","7:40 PM","Tuesday","Keira Else","SPINCO London","Promo,Special Event","SPIN","","0","0","0","0","0","41","0","2","1","0"
"London","3/25/2026","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","30","0","2","0","1","7","0","0","0","0"
"London","3/25/2026","9:30 AM","Wednesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","26","0","2","0","0","11","0","0","0","1"
"London","3/25/2026","5:30 PM","Wednesday","Keira Else","SPINCO London","Promo,Standard","SPIN","","24","0","0","0","1","16","0","0","0","0"
"London","3/25/2026","6:35 PM","Wednesday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","28","0","4","0","0","10","0","0","0","0"
"London","3/26/2026","6:00 AM","Thursday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","23","0","3","0","1","6","0","1","0","0"
"London","3/26/2026","7:00 AM","Thursday","Jordyn Toonen","SPINCO London","Promo,Standard","SPINCO EXPRESS","","21","0","1","0","3","12","0","1","0","2"
"London","3/26/2026","5:30 PM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","27","3","4","0","0","9","1","1","0","1"
"London","3/26/2026","6:35 PM","Thursday","Brooke Schidowka,Micayah Coutinho","SPINCO London","Promo,Standard","TEAM TEACH","","33","1","0","0","0","8","0","0","0","0"
"London","3/27/2026","6:00 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","24","0","4","0","3","7","0","1","0","0"
"London","3/27/2026","9:30 AM","Friday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","16","0","2","0","5","17","0","6","0","2"
"London","3/27/2026","4:45 PM","Friday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","36","0","1","0","0","4","0","0","0","0"
"London","3/27/2026","6:00 PM","Friday","Jadyn Clark","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","35","0","8","0","0"
"London","3/28/2026","8:00 AM","Saturday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","30","0","4","0","0","6","0","0","0","0"
"London","3/28/2026","9:00 AM","Saturday","Brooke Schidowka,Rich Ang","SPINCO London","Promo,Standard","TEAM TEACH","","31","1","5","0","1","6","0","0","0","1"
"London","3/28/2026","10:15 AM","Saturday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","33","0","3","0","0","8","0","1","0","0"
"London","3/29/2026","9:00 AM","Sunday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","21","0","0","0","2","14","0","1","0","2"
"London","3/29/2026","10:15 AM","Sunday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","22","1","4","0","2","14","0","0","0","0"
"London","3/29/2026","11:30 AM","Sunday","Jadyn Clark","SPINCO London","Promo,Standard","SPIN","","30","1","2","0","0","11","0","0","0","0"
"London","3/29/2026","5:00 PM","Sunday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","23","0","9","0","0","13","1","4","0","0"
"London","3/30/2026","6:00 AM","Monday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","22","0","0","0","0","13","0","2","0","2"
"London","3/30/2026","12:10 PM","Monday","Sydney Reed","SPINCO London","Promo,Standard","SPINCO EXPRESS","","19","0","1","0","0","18","0","1","0","0"
"London","3/30/2026","5:30 PM","Monday","Jadyn Clark","SPINCO London","Promo,Standard","SPIN","","18","1","4","0","0","19","0","0","0","1"
"London","3/30/2026","6:35 PM","Monday","Brooke Schidowka,Sydney Reed","SPINCO London","Promo,Standard","TEAM TEACH","","24","1","1","0","0","16","0","0","0","0"
"London","3/31/2026","6:00 AM","Tuesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","15","0","0","0","1","4","0","0","0","0"
"London","3/31/2026","7:00 AM","Tuesday","Micayah Coutinho","SPINCO London","Promo,Standard","SPINCO EXPRESS","","17","1","1","0","1","12","0","1","0","0"
"London","3/31/2026","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","20","1","0","0","0","21","0","2","0","0"
"London","3/31/2026","6:35 PM","Tuesday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","27","2","2","0","0","9","0","2","0","0"
"London","3/31/2026","7:40 PM","Tuesday","Julia Scharpf","SPINCO London","Promo,Special Event","SPIN","","0","0","0","0","0","38","0","4","1","2"
