"Location","Class Date","Class Time","Class Day of Week","Instructors","Classroom","Class Tags","Class Type","Class Category","Membership Checked In Reservations","Membership Grace Cancelled Reservations","Membership Penalty Cancelled Reservations","Membership Grace No Showed Reservations","Membership Penalty No Showed Reservations","Credit Checked In Reservations","Credit Grace Cancelled Reservations","Credit Penalty Cancelled Reservations","Credit Grace No Showed Reservations","Credit Penalty No Showed Reservations"
"London","10/7/2025","7:40 PM","Tuesday","Sydney Reed","SPINCO London","Special Event","SPIN","","0","0","0","0","0","39","0","0","0","0"
"London","10/8/2025","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Standard","SPIN","","13","0","0","0","0","2","0","0","0","1"
"London","10/8/2025","9:30 AM","Wednesday","Sydney Reed","SPINCO London","Standard","SPIN","","14","0","0","0","1","6","0","0","0","0"
"London","10/8/2025","5:30 PM","Wednesday","Keira Else","SPINCO London","Standard","SPIN","","5","0","1","0","0","12","0","0","0","1"
"London","10/8/2025","6:35 PM","Wednesday","Jack Biggar","SPINCO London","Standard","SPIN","","12","0","2","0","1","17","0","0","0","0"
"London","10/9/2025","6:00 AM","Thursday","Madalyn Richards","SPINCO London","Standard","SPIN","","13","0","0","0","1","9","0","0","0","0"
"London","10/9/2025","7:00 AM","Thursday","Micayah Coutinho","SPINCO London","Standard","SPINCO EXPRESS","","13","0","0","0","1","9","0","0","0","0"
"London","10/9/2025","5:30 PM","Thursday","Sydney Reed","SPINCO London","Standard","SPIN","","17","0","0","0","0","16","0","1","0","0"
"London","10/9/2025","6:35 PM","Thursday","Keira Else","SPINCO London","Standard","SPIN","","5","1","2","0","0","11","0","1","0","4"
"London","10/10/2025","6:00 AM","Friday","Kira Rothwell","SPINCO London","Standard","SPIN","","9","0","0","0","2","6","0","2","0","0"
"London","10/10/2025","9:30 AM","Friday","Sydney Reed","SPINCO London","Standard","SPIN","","10","0","0","0","1","4","0","0","0","0"
"London","10/10/2025","4:45 PM","Friday","Rich Ang","SPINCO London","Standard","SPIN","","10","0","0","0","0","4","0","0","0","0"
"London","10/10/2025","6:35 PM","Friday","Sydney Reed","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","22","0","1","3","1"
"London","10/11/2025","8:00 AM","Saturday","Jordyn Toonen","SPINCO London","Standard","SPINCO EXPRESS","","9","0","0","0","0","1","0","0","0","0"
"London","10/11/2025","9:00 AM","Saturday","Rich Ang","SPINCO London","Standard","SPIN","","11","1","0","0","0","11","0","0","0","2"
"London","10/11/2025","10:15 AM","Saturday","Sydney Reed","SPINCO London","Standard","SPIN","","13","0","5","0","0","9","0","0","0","0"
"London","10/12/2025","9:00 AM","Sunday","Kira Rothwell","SPINCO London","Standard","SPIN","","15","0","0","0","0","6","0","1","0","0"
"London","10/12/2025","10:15 AM","Sunday","Jordyn Toonen","SPINCO London","Standard","SPIN","","14","0","0","3","0","18","0","0","0","0"
"London","10/12/2025","11:30 AM","Sunday","Sydney Reed","SPINCO London","Standard","SPIN","","0","0","0","0","0","0","0","0","0","0"
"London","10/13/2025","8:00 AM","Monday","Rich Ang","SPINCO London","Promo,Standard","SPINCO EXPRESS","","16","0","2","0","0","11","0","0","0","1"
"London","10/13/2025","9:00 AM","Monday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN // 60 min","","22","0","1","0","1","17","0","0","0","0"
"London","10/14/2025","6:00 AM","Tuesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","9","0","0","0","0","7","0","1","0","0"
"London","10/14/2025","7:00 AM","Tuesday","Keira Else","SPINCO London","Promo,Standard","SPINCO EXPRESS","","9","1","0","0","1","18","0","0","0","0"
"London","10/14/2025","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","10","0","0","0","0","9","0","0","0","0"
"London","10/14/2025","6:35 PM","Tuesday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","24","0","0","0","1","17","0","0","0","0"
"London","10/14/2025","7:40 PM","Tuesday","Micayah Coutinho","SPINCO London","Special Event","SPIN","","0","0","0","0","0","23","1","1","0","0"
"London","10/15/2025","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","11","0","1","0","0","3","0","1","0","0"
"London","10/15/2025","9:30 AM","Wednesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","12","0","3","0","0","18","0","1","0","0"
"London","10/15/2025","5:30 PM","Wednesday","Keira Else","SPINCO London","Promo,Standard","SPIN","","13","0","3","0","0","23","0","1","4","0"
"London","10/15/2025","6:35 PM","Wednesday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","9","0","0","0","0","23","0","0","0","0"
"London","10/16/2025","6:00 AM","Thursday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","11","0","0","0","0","11","0","0","0","0"
"London","10/16/2025","7:00 AM","Thursday","Micayah Coutinho","SPINCO London","Promo,Standard","SPINCO EXPRESS","","9","0","0","1","1","15","0","0","0","1"
"London","10/16/2025","5:30 PM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","9","0","3","0","0","20","1","0","0","0"
"London","10/16/2025","6:35 PM","Thursday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","16","1","1","0","0","21","0","2","0","0"
"London","10/17/2025","6:00 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","13","0","1","0","2","18","0","0","0","1"
"London","10/17/2025","9:30 AM","Friday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","17","0","2","0","0","20","0","0","1","0"
"London","10/17/2025","4:45 PM","Friday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","11","0","0","0","0","6","0","0","0","0"
"London","10/17/2025","6:35 PM","Friday","Sydney Reed","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","40","0","2","0","1"
"London","10/18/2025","8:00 AM","Saturday","Jordyn Toonen","SPINCO London","Promo,Standard","SPINCO EXPRESS","","16","0","1","0","0","12","0","1","0","0"
"London","10/18/2025","9:00 AM","Saturday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","8","0","0","0","0","16","0","0","0","0"
"London","10/18/2025","10:15 AM","Saturday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","19","1","1","0","0","22","0","0","0","0"
"London","10/19/2025","9:00 AM","Sunday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","14","1","0","1","0","13","1","1","0","0"
"London","10/19/2025","10:15 AM","Sunday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","20","0","1","1","0","20","0","3","0","0"
"London","10/19/2025","11:30 AM","Sunday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","5","0","0","0","0","7","0","0","0","0"
"London","10/19/2025","5:00 PM","Sunday","Sydney Reed,Rich Ang","SPINCO London","Promo,Standard","SPIN","","15","1","3","0","0","25","0","4","1","1"
"London","10/20/2025","6:00 AM","Monday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","19","0","1","0","1","12","0","1","0","0"
"London","10/20/2025","9:30 AM","Monday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","5","0","0","0","0","15","0","0","0","0"
"London","10/20/2025","5:30 PM","Monday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","8","0","1","0","0","16","0","1","0","0"
"London","10/20/2025","6:35 PM","Monday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","21","0","0","0","1","18","0","1","0","1"
"London","10/21/2025","6:00 AM","Tuesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","11","1","1","0","1","7","0","0","0","0"
"London","10/21/2025","7:00 AM","Tuesday","Keira Else","SPINCO London","Promo,Standard","SPINCO EXPRESS","","12","2","2","0","0","9","0","0","0","2"
"London","10/21/2025","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","9","0","0","0","0","24","0","0","0","0"
"London","10/21/2025","6:35 PM","Tuesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","16","0","0","0","1","25","1","1","0","1"
"London","10/21/2025","7:40 PM","Tuesday","Sydney Reed","SPINCO London","Special Event","SPIN","","0","0","0","0","0","0","0","0","0","0"
"London","10/22/2025","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","13","0","1","0","0","4","0","0","0","0"
"London","10/22/2025","9:30 AM","Wednesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","8","0","1","0","0","12","0","1","0","3"
"London","10/22/2025","5:30 PM","Wednesday","Keira Else","SPINCO London","Promo,Standard","SPIN","","9","0","2","0","1","25","0","1","0","1"
"London","10/22/2025","6:35 PM","Wednesday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","15","1","0","0","0","24","0","4","0","1"
"London","10/22/2025","7:40 PM","Wednesday","Brooke Schidowka","SPINCO London","Private","SPIN","","0","0","0","0","0","0","0","0","0","0"
"London","10/23/2025","6:00 AM","Thursday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","10","0","0","0","1","9","0","0","0","0"
"London","10/23/2025","7:00 AM","Thursday","Micayah Coutinho","SPINCO London","Promo,Standard","SPINCO EXPRESS","","6","0","0","0","1","12","0","1","0","1"
"London","10/23/2025","5:30 PM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","19","1","0","0","0","11","0","0","0","2"
"London","10/23/2025","6:35 PM","Thursday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","12","2","2","0","0","23","0","3","0","0"
"London","10/24/2025","6:00 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","11","0","1","0","2","19","0","0","0","0"
"London","10/24/2025","9:30 AM","Friday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","7","0","1","0","2","24","0","1","0","3"
"London","10/24/2025","4:45 PM","Friday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","6","0","1","0","0","25","0","4","0","1"
"London","10/24/2025","6:35 PM","Friday","Micayah Coutinho","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","21","0","1","0","1"
"London","10/25/2025","8:00 AM","Saturday","Jordyn Toonen","SPINCO London","Promo,Standard","SPINCO EXPRESS","","9","1","0","0","2","17","0","2","0","0"
"London","10/25/2025","9:00 AM","Saturday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","11","0","1","0","1","19","0","1","0","1"
"London","10/25/2025","10:15 AM","Saturday","Micayah Coutinho","SPINCO London","Promo,Standard","SPIN","","9","1","1","0","0","24","0","1","0","0"
"London","10/26/2025","9:00 AM","Sunday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","9","0","0","0","0","20","0","2","0","0"
"London","10/26/2025","10:15 AM","Sunday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","8","0","0","0","1","13","0","0","0","1"
"London","10/26/2025","11:30 AM","Sunday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","12","0","1","0","1","24","0","5","0","1"
"London","10/26/2025","5:00 PM","Sunday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","9","0","3","0","0","15","2","0","0","0"
"London","10/27/2025","6:00 AM","Monday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","9","0","3","0","1","9","0","0","0","0"
"London","10/27/2025","9:30 AM","Monday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","3","1","0","0","0","4","0","0","0","1"
"London","10/27/2025","5:30 PM","Monday","Brooke Schidowka,Jordyn Toonen","SPINCO London","Promo,Standard","TEAM TEACH","","22","1","0","0","1","16","0","2","0","0"
"London","10/27/2025","6:35 PM","Monday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","17","0","0","0","0","15","0","0","0","2"
"London","10/28/2025","6:00 AM","Tuesday","Jordyn Toonen","SPINCO London","Promo,Standard","SPIN","","7","0","0","0","0","5","0","0","0","0"
"London","10/28/2025","7:00 AM","Tuesday","Keira Else","SPINCO London","Promo,Standard","SPINCO EXPRESS","","4","1","1","0","0","5","0","0","0","0"
"London","10/28/2025","5:30 PM","Tuesday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","17","1","2","0","0","17","0","3","0","0"
"London","10/28/2025","6:35 PM","Tuesday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","16","0","1","0","0","15","0","4","0","0"
"London","10/28/2025","7:40 PM","Tuesday","Keira Else","SPINCO London","Promo,Special Event","SPIN","","0","0","0","0","0","22","0","0","0","0"
"London","10/29/2025","6:00 AM","Wednesday","Kevin Nanakdewa","SPINCO London","Promo,Standard","SPIN","","11","1","1","0","1","13","0","1","0","1"
"London","10/29/2025","9:30 AM","Wednesday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","8","0","0","0","0","8","1","0","0","0"
"London","10/29/2025","5:30 PM","Wednesday","Keira Else","SPINCO London","Promo,Standard","SPIN","","9","1","1","0","0","26","0","0","0","0"
"London","10/29/2025","6:35 PM","Wednesday","Jack Biggar","SPINCO London","Promo,Standard","SPIN","","9","0","0","0","0","21","0","1","0","0"
"London","10/30/2025","6:00 AM","Thursday","Madalyn Richards","SPINCO London","Promo,Standard","SPIN","","13","0","2","0","0","17","0","0","0","0"
"London","10/30/2025","7:00 AM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPINCO EXPRESS","","8","0","0","0","0","7","0","1","0","0"
"London","10/30/2025","5:30 PM","Thursday","Sydney Reed","SPINCO London","Promo,Standard","SPIN","","10","0","0","0","0","10","0","2","0","0"
"London","10/30/2025","6:35 PM","Thursday","Brooke Schidowka","SPINCO London","Promo,Standard","SPIN","","16","2","1","0","0","22","0","1","0","3"
"London","10/31/2025","6:00 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","9","0","1","0","0","15","0","0","0","0"
"London","10/31/2025","9:30 AM","Friday","Kira Rothwell","SPINCO London","Promo,Standard","SPIN","","12","0","2","0","1","24","0","0","0","1"
"London","10/31/2025","4:45 PM","Friday","Rich Ang","SPINCO London","Promo,Standard","SPIN","","11","1","1","0","0","14","0","0","0","1"
"London","10/31/2025","6:35 PM","Friday","Sydney Reed","SPINCO London","Spin-It-Forward","SPIN-IT-FORWARD","","0","0","0","0","0","11","0","1","0","0"
